Station_ID,State,City,Charger_Type,Power_kW,Operator,Installation_Date,Avg_Daily_Sessions,Utilization_Percent,Estimated_Daily_Revenue_INR,Latitude,Longitude
EVCS_28443,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,ChargeZone,14-11-2022,41,88.6,41956,19.946597,69.64197
EVCS_28444,Jammu & Kashmir,Jammu & Kashmir City,Fast,180,Ather Grid,17-03-2022,21,27.3,21768,21.11076,89.155693
EVCS_28445,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,ChargeZone,13-02-2022,24,27.3,7491,22.661995,82.779609
EVCS_28446,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,ChargeZone,28-05-2025,76,51.1,12909,13.243236,71.877723
EVCS_28447,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,05-01-2024,20,86.4,1970,30.437128,94.128538
EVCS_28448,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Statiq,05-09-2022,103,30.5,49040,17.1766,88.156914
EVCS_28449,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,06-01-2025,8,69.8,2702,8.351422,80.723498
EVCS_28450,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,ChargeZone,18-02-2022,115,55.5,20879,33.548237,96.488668
EVCS_28451,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Jio-bp Pulse,06-12-2022,30,30.6,35917,27.348425,75.090913
EVCS_28452,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Ather Grid,25-01-2024,44,34.2,40583,13.552838,96.852251
EVCS_28453,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Jio-bp Pulse,31-01-2024,8,23.4,9993,11.101233,85.770783
EVCS_28454,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,11-08-2024,4,67.8,880,8.727769,82.478947
EVCS_28455,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Statiq,14-06-2023,33,80.8,3795,10.026406,72.938598
EVCS_28456,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,10-03-2022,23,20.7,2486,21.050145,73.774573
EVCS_28457,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Statiq,16-09-2022,26,28.1,9161,30.332188,92.658831
EVCS_28458,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Statiq,18-02-2025,44,40.7,8402,29.770461,90.097741
EVCS_28459,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Jio-bp Pulse,30-04-2025,47,28.8,5127,10.245885,83.438994
EVCS_28460,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Statiq,24-03-2022,84,20.6,27175,11.481012,91.389531
EVCS_28461,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Tata Power,25-06-2022,5,49.6,6823,28.509079,80.158101
EVCS_28462,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,09-03-2024,20,27.6,1663,29.546447,75.047162
EVCS_28463,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,23-01-2025,20,75.2,4130,34.097815,83.326483
EVCS_28464,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Tata Power,17-01-2022,4,81.4,2427,34.722055,74.624221
EVCS_28465,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,05-04-2025,28,43.4,6357,8.906444,75.220885
EVCS_28466,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Statiq,12-11-2023,5,71.6,369,29.066161,80.672389
EVCS_28467,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Statiq,06-10-2022,43,84.4,105372,27.690985,86.562848
EVCS_28468,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Tata Power,07-12-2022,19,77.2,3255,22.040708,75.152771
EVCS_28469,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,29-07-2024,32,90.6,7054,23.486613,79.867966
EVCS_28470,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,15-05-2022,24,27.6,2623,10.080736,77.600409
EVCS_28471,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,15-09-2022,2,49.9,189,15.509887,69.853441
EVCS_28472,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Ather Grid,22-03-2022,23,68.8,5484,10.15793,92.097191
EVCS_28473,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,23-06-2022,18,52.6,6447,26.759556,85.774851
EVCS_28474,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,27-12-2024,26,93.6,5369,31.604667,86.770366
EVCS_28475,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Tata Power,26-07-2023,14,46.6,1194,10.312713,84.983939
EVCS_28476,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Tata Power,09-09-2023,86,40.2,8865,25.254811,76.831802
EVCS_28477,Jammu & Kashmir,Jammu & Kashmir City,Fast,180,Ather Grid,14-09-2023,28,20.7,24392,20.825468,76.541872
EVCS_28478,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Tata Power,07-06-2022,30,49.5,6411,11.81808,92.697207
EVCS_28479,Jammu & Kashmir,Jammu & Kashmir City,Fast,350,Jio-bp Pulse,30-01-2022,76,55.3,160624,10.244928,92.968774
EVCS_28480,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,12-01-2022,57,34.1,6680,11.326347,69.282325
EVCS_28481,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Jio-bp Pulse,28-10-2024,39,84.3,3007,34.605725,80.922612
EVCS_28482,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,22-05-2023,15,43.4,2712,10.059141,71.613209
EVCS_28483,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,ChargeZone,07-08-2022,39,81.6,101942,11.377988,87.488178
EVCS_28484,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Statiq,25-05-2023,58,77.5,4248,10.602942,87.455757
EVCS_28485,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Govt Utility,02-06-2024,68,68.7,42114,9.09003,72.46948
EVCS_28486,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,29-01-2025,26,88,7619,24.96586,96.920602
EVCS_28487,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,ChargeZone,28-03-2025,51,78.8,18587,28.859393,90.892647
EVCS_28488,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,ChargeZone,13-09-2022,7,26.7,1155,29.333877,96.461835
EVCS_28489,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Govt Utility,19-12-2024,56,54.9,23070,33.4395,78.814038
EVCS_28490,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Statiq,19-09-2024,58,62.3,21869,10.21766,69.325869
EVCS_28491,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,08-12-2022,43,34.3,6273,30.317653,81.299629
EVCS_28492,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,ChargeZone,21-09-2024,28,41.2,71262,29.855791,87.511532
EVCS_28493,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,12-07-2022,9,30.1,1562,22.676773,87.154091
EVCS_28494,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,22-09-2023,56,58.4,4570,26.827673,77.953035
EVCS_28495,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Jio-bp Pulse,26-11-2023,74,26,7513,34.014181,78.329877
EVCS_28496,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,ChargeZone,07-06-2022,42,63.1,90009,32.781163,68.402881
EVCS_28497,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Ather Grid,10-01-2024,10,85.1,9415,14.471085,91.057434
EVCS_28498,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Jio-bp Pulse,14-03-2022,14,21.2,1240,34.219361,74.478838
EVCS_28499,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,22-08-2023,12,27.5,2488,18.709165,79.833404
EVCS_28500,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Statiq,15-12-2024,13,56.7,1968,29.739669,95.138819
EVCS_28501,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Ather Grid,07-11-2023,18,34.6,11615,11.681693,81.107298
EVCS_28502,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Ather Grid,26-11-2024,51,39.6,8891,29.204642,92.323551
EVCS_28503,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Tata Power,21-12-2024,66,70.1,5671,19.421821,80.564072
EVCS_28504,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,ChargeZone,25-06-2024,47,40.7,128891,19.912948,84.787715
EVCS_28505,Jammu & Kashmir,Jammu & Kashmir City,Fast,350,ChargeZone,30-01-2024,18,85.7,40188,27.19713,73.964375
EVCS_28506,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Govt Utility,08-03-2025,36,82.9,12595,21.031951,92.565526
EVCS_28507,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Govt Utility,28-02-2022,26,81.1,10354,25.434406,88.970308
EVCS_28508,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Statiq,15-03-2022,10,73.1,2372,30.641698,96.971066
EVCS_28509,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Statiq,25-04-2023,28,41,22350,25.781288,96.037281
EVCS_28510,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Jio-bp Pulse,23-05-2023,38,43.2,92572,24.869151,95.586471
EVCS_28511,Jammu & Kashmir,Jammu & Kashmir City,Fast,180,Statiq,30-07-2024,78,81.6,68322,12.284935,85.465353
EVCS_28512,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,17-10-2024,11,38.9,2286,22.979045,82.268941
EVCS_28513,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,14-02-2024,53,30.6,15858,23.553494,81.083348
EVCS_28514,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,20-05-2022,12,45.2,2332,16.258236,72.456047
EVCS_28515,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,16-04-2023,7,55.2,1099,27.513968,91.498139
EVCS_28516,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,ChargeZone,07-02-2025,48,53.5,133858,27.726367,74.304399
EVCS_28517,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,18-12-2022,17,75.2,1513,14.249608,87.379287
EVCS_28518,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,ChargeZone,02-09-2022,5,76.1,1042,27.109717,83.069594
EVCS_28519,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Ather Grid,29-12-2024,9,59.5,2144,12.026856,90.290582
EVCS_28520,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,01-03-2024,14,61,2904,31.850727,96.434038
EVCS_28521,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,15-10-2023,22,66.6,1622,23.92081,81.714753
EVCS_28522,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,19-01-2022,39,23.4,2963,18.003283,84.813488
EVCS_28523,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Statiq,05-08-2024,53,48.1,63852,17.613088,87.302721
EVCS_28524,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,05-04-2023,45,56,7259,8.127006,74.596098
EVCS_28525,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,03-01-2024,15,80.7,1724,18.027597,69.655619
EVCS_28526,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,24-03-2023,34,45.5,7154,9.762594,76.410639
EVCS_28527,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Statiq,07-01-2022,40,67,3322,27.522288,90.130784
EVCS_28528,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Ather Grid,04-12-2024,87,95.5,38520,11.093641,83.541192
EVCS_28529,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Ather Grid,07-01-2024,2,97.9,1203,34.88947,79.982358
EVCS_28530,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,29-07-2024,16,82.1,6903,26.891056,89.135515
EVCS_28531,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,ChargeZone,13-02-2023,31,84.9,7240,10.069183,77.556186
EVCS_28532,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,10-11-2022,23,52.5,4508,20.856299,96.451429
EVCS_28533,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,ChargeZone,27-07-2022,37,55.9,14577,10.331836,95.213056
EVCS_28534,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Ather Grid,13-06-2023,59,52.7,8955,34.941257,89.15898
EVCS_28535,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Statiq,29-11-2023,5,27.2,2060,27.77141,70.627966
EVCS_28536,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Tata Power,23-02-2025,30,80.7,14384,28.400476,72.029373
EVCS_28537,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,ChargeZone,10-06-2025,112,28.7,20379,24.453363,70.201492
EVCS_28538,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Statiq,17-02-2022,10,88.7,1120,10.764329,85.876984
EVCS_28539,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,08-10-2023,21,22.1,2315,11.190049,95.549682
EVCS_28540,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Jio-bp Pulse,18-01-2024,56,44.8,19048,13.050526,71.758419
EVCS_28541,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,ChargeZone,09-03-2023,76,84.5,57002,33.229759,77.425441
EVCS_28542,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,ChargeZone,11-08-2024,15,83.8,6453,34.383183,82.462432
EVCS_28543,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Ather Grid,11-02-2022,48,66.1,7626,34.313046,89.586638
EVCS_28544,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,03-06-2022,30,71,2207,12.662278,96.816197
EVCS_28545,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,ChargeZone,02-03-2025,41,52.3,35607,23.641305,93.982195
EVCS_28546,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,ChargeZone,23-06-2023,36,30.8,27145,29.108621,72.908145
EVCS_28547,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,ChargeZone,14-10-2023,52,64.6,23629,25.312796,80.607754
EVCS_28548,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,15-03-2024,15,86.9,1259,24.336527,94.814316
EVCS_28549,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,ChargeZone,15-06-2024,34,72.5,21589,20.787553,88.342043
EVCS_28550,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Jio-bp Pulse,05-12-2023,20,80.7,12550,11.538357,89.067724
EVCS_28551,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,ChargeZone,14-11-2022,51,92.5,35642,18.822994,86.913421
EVCS_28552,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Ather Grid,10-09-2022,20,69.7,5781,14.783529,82.036613
EVCS_28553,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Tata Power,13-08-2024,22,55.8,47288,30.681566,72.152236
EVCS_28554,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Tata Power,24-02-2025,46,39.2,18540,33.686763,79.281856
EVCS_28555,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Jio-bp Pulse,26-06-2023,41,85.3,7423,26.980555,76.507113
EVCS_28556,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Jio-bp Pulse,22-09-2024,49,35.3,14561,27.665115,78.01329
EVCS_28557,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Jio-bp Pulse,17-06-2022,2,36.6,216,8.044025,92.25708
EVCS_28558,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,01-02-2023,7,37.4,1656,29.530716,77.577344
EVCS_28559,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,25-07-2024,10,27.4,864,34.139414,87.688481
EVCS_28560,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Govt Utility,10-02-2024,18,69.3,6463,12.580672,73.584837
EVCS_28561,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Tata Power,04-03-2022,41,41,17310,20.895989,81.753258
EVCS_28562,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,16-03-2023,3,24.5,281,28.433807,70.205517
EVCS_28563,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Statiq,17-05-2025,59,57,5912,28.837014,89.276251
EVCS_28564,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,ChargeZone,20-07-2024,7,55.1,1285,14.419061,74.554772
EVCS_28565,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Tata Power,29-05-2022,39,70.9,4493,12.211599,68.799052
EVCS_28566,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Tata Power,12-03-2024,14,91.8,1099,9.36361,83.608369
EVCS_28567,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,ChargeZone,12-02-2024,27,81.2,37129,27.668971,92.435108
EVCS_28568,Jammu & Kashmir,Jammu & Kashmir City,Fast,180,Statiq,28-09-2022,25,92.1,29822,8.540906,96.349465
EVCS_28569,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Govt Utility,01-04-2022,57,80,34423,23.037839,95.721568
EVCS_28570,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,ChargeZone,17-12-2023,36,36.1,6924,19.143872,76.160126
EVCS_28571,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Statiq,16-01-2025,2,71.2,3487,9.806872,71.209053
EVCS_28572,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Govt Utility,20-12-2024,86,67,14237,23.443454,93.969234
EVCS_28573,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Govt Utility,08-05-2022,33,94.1,15424,18.095811,96.310835
EVCS_28574,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,06-07-2023,56,67,12119,34.777932,82.14202
EVCS_28575,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,04-10-2024,15,60.5,1616,24.107046,88.510309
EVCS_28576,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Tata Power,12-10-2023,23,97.6,17495,13.641366,72.489652
EVCS_28577,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Govt Utility,24-06-2023,34,68.8,32094,28.700365,92.361551
EVCS_28578,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Ather Grid,17-02-2022,14,39.2,2110,11.434084,85.719818
EVCS_28579,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Govt Utility,30-08-2022,8,41.4,21952,16.732251,68.409882
EVCS_28580,Jammu & Kashmir,Jammu & Kashmir City,Slow,350,Tata Power,04-05-2024,42,50.3,111580,11.572698,81.121476
EVCS_28581,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Govt Utility,13-02-2025,98,66.9,82760,32.332681,88.512133
EVCS_28582,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,01-12-2022,32,29.8,2709,13.995997,90.936823
EVCS_28583,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Govt Utility,03-02-2024,52,51.7,21695,22.101228,94.390944
EVCS_28584,Jammu & Kashmir,Jammu & Kashmir City,Slow,180,Tata Power,11-03-2024,50,21.3,53438,23.922547,87.9544
EVCS_28585,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,24-11-2022,11,75.8,2172,30.844683,93.041069
EVCS_28586,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,ChargeZone,30-05-2023,56,69.4,6213,32.575994,72.192476
EVCS_28587,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,ChargeZone,12-02-2022,89,59.2,39110,28.509803,75.448719
EVCS_28588,Jammu & Kashmir,Jammu & Kashmir City,Fast,350,Statiq,10-01-2023,66,27.8,138473,9.982,72.166497
EVCS_28589,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Tata Power,25-10-2024,70,45.5,15292,11.467312,80.990706
EVCS_28590,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Jio-bp Pulse,14-09-2024,12,47.6,9292,24.605456,75.724951
EVCS_28591,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Ather Grid,14-09-2023,24,62.9,9144,11.582512,84.893138
EVCS_28592,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Tata Power,02-04-2022,21,32.5,1663,31.785948,74.345559
EVCS_28593,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,27-10-2024,28,59,6461,28.942421,68.125633
EVCS_28594,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Govt Utility,20-02-2022,117,41.8,11134,30.20708,68.179652
EVCS_28595,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Govt Utility,29-11-2022,46,63.7,4711,16.715914,93.507138
EVCS_28596,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Statiq,24-04-2022,6,40.6,879,30.174781,69.212807
EVCS_28597,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,08-07-2023,13,85.4,3044,14.735949,70.945576
EVCS_28598,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Tata Power,17-06-2023,29,67.1,12738,27.45727,72.434796
EVCS_28599,Jammu & Kashmir,Jammu & Kashmir City,Fast,30,Statiq,04-11-2024,98,35.9,17423,9.210487,87.438892
EVCS_28600,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Ather Grid,03-05-2024,43,74.3,39675,31.037852,83.470555
EVCS_28601,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Ather Grid,09-04-2023,19,22.1,3630,19.218497,78.636402
EVCS_28602,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Statiq,13-10-2022,23,67,15254,11.724124,75.62707
EVCS_28603,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,Ather Grid,23-06-2025,59,59.7,38664,32.548136,75.96396
EVCS_28604,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Jio-bp Pulse,29-01-2024,93,25.3,9663,14.631507,69.921854
EVCS_28605,Jammu & Kashmir,Jammu & Kashmir City,Fast,60,Ather Grid,15-03-2023,43,61.4,20124,18.437253,74.968936
EVCS_28606,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Jio-bp Pulse,19-02-2025,12,90.8,7324,15.20018,96.648142
EVCS_28607,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Govt Utility,15-02-2024,3,52.6,659,31.921773,92.893558
EVCS_28608,Jammu & Kashmir,Jammu & Kashmir City,Slow,60,Ather Grid,04-03-2025,39,82.6,13999,10.979941,77.257748
EVCS_28609,Jammu & Kashmir,Jammu & Kashmir City,Fast,120,Tata Power,06-12-2024,119,56.8,93556,16.493677,72.181274
EVCS_28610,Jammu & Kashmir,Jammu & Kashmir City,Slow,120,ChargeZone,07-06-2023,13,95.8,10269,13.690602,74.221185
EVCS_28611,Jammu & Kashmir,Jammu & Kashmir City,Slow,15,Ather Grid,05-06-2022,13,85.1,1182,21.31572,76.077158
EVCS_28612,Jammu & Kashmir,Jammu & Kashmir City,Fast,15,Jio-bp Pulse,24-05-2024,15,70.8,1690,12.012198,84.628209
EVCS_28613,Jammu & Kashmir,Jammu & Kashmir City,Slow,30,Ather Grid,17-11-2024,17,51.1,2477,16.395399,72.646076
EVCS_28614,Goa,Goa City,Fast,30,Jio-bp Pulse,26-05-2022,45,32.6,6487,33.973334,94.284672
EVCS_28615,Goa,Goa City,Slow,30,Jio-bp Pulse,15-05-2023,38,76.1,6678,25.012085,80.756508
EVCS_28616,Goa,Goa City,Slow,15,ChargeZone,25-08-2023,14,87.5,1663,10.909405,76.578111
EVCS_28617,Goa,Goa City,Slow,30,Jio-bp Pulse,06-06-2025,47,60.1,9936,23.302234,95.229671
EVCS_28618,Goa,Goa City,Fast,30,ChargeZone,14-07-2022,25,58.2,5300,33.23336,72.316885
EVCS_28619,Goa,Goa City,Slow,30,Jio-bp Pulse,27-03-2022,6,80.8,1071,9.599185,93.911525
EVCS_28620,Goa,Goa City,Fast,30,Jio-bp Pulse,29-03-2022,113,47,16786,13.307039,86.837629
EVCS_28621,Goa,Goa City,Slow,15,ChargeZone,09-09-2023,26,78.7,2551,26.710542,68.002939
EVCS_28622,Goa,Goa City,Slow,15,Tata Power,03-02-2022,58,82.8,4511,13.645006,78.630849
EVCS_28623,Goa,Goa City,Fast,30,Jio-bp Pulse,09-05-2025,95,83.4,14564,16.521464,75.977067
EVCS_28624,Goa,Goa City,Slow,60,ChargeZone,17-03-2024,3,72.2,1329,20.273555,84.372297
EVCS_28625,Goa,Goa City,Slow,30,Govt Utility,11-01-2022,10,90.5,1555,23.190945,92.723803
EVCS_28626,Goa,Goa City,Fast,15,Tata Power,02-05-2023,25,20.8,2656,26.081994,82.593888
EVCS_28627,Goa,Goa City,Slow,15,ChargeZone,12-09-2024,18,96,1922,31.404528,71.762376
EVCS_28628,Goa,Goa City,Slow,60,Statiq,24-09-2022,3,42.1,1285,29.606425,69.562967
EVCS_28629,Goa,Goa City,Slow,60,Statiq,16-07-2024,27,63.9,9297,22.018376,83.910979
EVCS_28630,Goa,Goa City,Slow,60,ChargeZone,25-12-2022,16,62.4,5494,29.798079,90.996382
EVCS_28631,Goa,Goa City,Fast,60,Govt Utility,22-06-2025,92,68.2,34821,26.222325,90.609208
EVCS_28632,Goa,Goa City,Slow,30,ChargeZone,24-04-2022,40,82.5,8530,11.146051,85.368595
EVCS_28633,Goa,Goa City,Fast,60,Ather Grid,11-11-2022,117,34.2,49392,28.68418,79.79983
EVCS_28634,Goa,Goa City,Slow,180,ChargeZone,06-06-2022,39,39.1,37770,21.274238,80.852521
EVCS_28635,Goa,Goa City,Fast,180,ChargeZone,27-03-2023,91,22.4,93737,9.712246,83.077029
EVCS_28636,Goa,Goa City,Slow,30,Ather Grid,26-09-2024,11,76.4,2583,18.766788,83.743313
EVCS_28637,Goa,Goa City,Slow,180,Tata Power,28-02-2023,38,36.9,46395,9.331647,96.831832
EVCS_28638,Goa,Goa City,Slow,120,Ather Grid,15-03-2025,9,80.6,6415,24.739898,73.620936
EVCS_28639,Goa,Goa City,Slow,180,ChargeZone,01-07-2025,20,60.2,20719,32.706429,93.049698
EVCS_28640,Goa,Goa City,Slow,180,Govt Utility,09-04-2023,11,62.1,12692,31.892811,79.377708
EVCS_28641,Goa,Goa City,Slow,30,Jio-bp Pulse,04-07-2024,10,70.3,1632,13.499265,88.775288
EVCS_28642,Goa,Goa City,Slow,60,Ather Grid,18-11-2023,46,80.7,21826,9.646751,71.434281
EVCS_28643,Goa,Goa City,Fast,120,Ather Grid,05-08-2023,89,71.5,82788,23.44035,69.21125
EVCS_28644,Goa,Goa City,Fast,30,ChargeZone,12-04-2023,58,50.3,12795,20.578525,90.597733
EVCS_28645,Goa,Goa City,Fast,60,Govt Utility,25-08-2024,96,83.5,29478,26.046628,86.438268
EVCS_28646,Goa,Goa City,Slow,30,Statiq,03-09-2024,43,86.2,6423,9.715932,74.562288
EVCS_28647,Goa,Goa City,Fast,120,Govt Utility,20-02-2023,96,86.7,62807,25.978809,88.303062
